Date	Precipitation[mm]	Temperature[degC]	Temperature_Daylight[degC]	PAR[µmolm-2s-1]	Daylength[h]	PET[mm]
2013-06-03	0.6	11.3097008	11.3097008	318.890851	16.350762	2.377411
2013-06-04	0	12.9136522	12.9136522	342.234687	16.378153	2.784151
2013-06-05	0	14.2618684	14.2618684	767.09378	16.404108	3.033237
2013-06-06	0	15.9998046	15.9998046	670.49935	16.428601	3.392595
2013-06-07	0	17.851844	17.851844	668.507826	16.451607	3.857107
2013-06-08	0	18.2806026	18.2806026	555.656789	16.473103	3.928315
2013-06-09	18.7	15.4792408	15.4792408	499.993421	16.493066	3.764706
2013-06-10	0	15.4044438	15.4044438	463.610431	16.511476	3.500593
2013-06-11	0	15.6832072	15.6832072	552.719116	16.528312	3.556854
2013-06-12	0	17.9913262	17.9913262	620.992478	16.543556	3.946102
2013-06-13	2.4	20.471069	20.471069	569.690031	16.557192	4.705545
2013-06-14	11.3	15.0139206	15.0139206	494.362784	16.569206	3.460303
2013-06-15	0	16.447982	16.447982	542.21362	16.579583	3.80459
2013-06-16	0	16.0369016	16.0369016	604.204467	16.588314	3.90079
2013-06-17	0	18.9818302	18.9818302	687.432028	16.595388	4.333163
2013-06-18	0	22.6494148	22.6494148	704.633765	16.600797	5.213082
2013-06-19	0	25.7872618	25.7872618	698.463564	16.604537	6.089214
2013-06-20	5	23.2210036	23.2210036	674.01732	16.606604	5.904061
2013-06-21	4.1	19.6447556	19.6447556	635.51043	16.606995	4.690552
2013-06-22	0	18.8783066	18.8783066	564.747095	16.60571	4.321089
2013-06-23	0	17.9495416	17.9495416	552.031003	16.602753	4.080402
2013-06-24	1.5	15.5818936	15.5818936	491.302692	16.598127	3.647887
2013-06-25	2.9	12.6117202	12.6117202	245.319882	16.591838	2.92748
2013-06-26	1.1	11.6814144	11.6814144	338.95312	16.583894	2.687424
2013-06-27	0	13.351786	13.351786	608.677668	16.574305	2.935424
2013-06-28	0	14.308541	14.308541	564.267041	16.563083	3.083465
2013-06-29	1	13.7709018	13.7709018	156.505125	16.55024	3.066579
2013-06-30	0	12.6168092	12.6168092	322.861521	16.535792	2.890176
2013-07-01	0.2	18.7190038	18.7190038	670.028992	16.519757	4.114655
2013-07-02	3.6	18.2068104	18.2068104	570.109689	16.502151	4.059189
2013-07-03	0	18.8132866	18.8132866	528.595996	16.482995	4.249142
2013-07-04	0	18.9546434	18.9546434	456.986281	16.462311	4.367248
2013-07-05	0	19.3005704	19.3005704	536.484151	16.440121	4.380492
2013-07-06	0	18.4760652	18.4760652	589.753248	16.416449	4.268113
2013-07-07	0	18.30799	18.30799	745.892518	16.391321	4.154882
2013-07-08	0	19.352399	19.352399	723.099708	16.364761	4.378996
2013-07-09	0	20.3337962	20.3337962	638.088025	16.336798	4.644474
2013-07-10	0	17.6162708	17.6162708	625.300415	16.307459	4.099138
2013-07-11	0	15.653476	15.653476	433.939171	16.276774	3.680136
2013-07-12	0	16.3215574	16.3215574	546.034907	16.244772	3.743984
2013-07-13	0	17.7355306	17.7355306	520.245681	16.211483	3.905333
2013-07-14	0	16.0567222	16.0567222	365.89887	16.176938	3.695476
2013-07-15	0	16.9712914	16.9712914	531.782666	16.141167	3.701994
2013-07-16	0	19.0979428	19.0979428	702.326814	16.104203	4.229091
2013-07-17	0	20.2452056	20.2452056	616.367183	16.066077	4.607502
2013-07-18	0	20.8436464	20.8436464	600.731722	16.026821	4.73871
2013-07-19	0	20.5194154	20.5194154	692.726302	15.986467	4.710691
2013-07-20	0	19.4490252	19.4490252	399.97727	15.945046	4.36505
2013-07-21	0	20.6283628	20.6283628	721.481171	15.902592	4.609662
2013-07-22	0	21.6823474	21.6823474	722.923982	15.859135	5.150052
2013-07-23	0	23.1200248	23.1200248	695.090838	15.814707	5.357266
2013-07-24	5.5	21.819151	21.819151	594.673635	15.76934	5.075944
2013-07-25	0	21.5825736	21.5825736	556.00529	15.723065	4.897962
2013-07-26	1.3	23.7216798	23.7216798	571.160544	15.675912	5.441292
2013-07-27	0	25.1980616	25.1980616	579.004177	15.627912	5.657092
2013-07-28	8	25.5861744	25.5861744	558.490129	15.579095	5.756543
2013-07-29	7.1	20.0352788	20.0352788	351.209142	15.52949	4.432223
2013-07-30	0	19.6215868	19.6215868	526.067011	15.479127	4.268364
2013-07-31	0.1	18.874356	18.874356	343.812211	15.428032	4.321091
2013-08-01	0	21.8306684	21.8306684	643.525116	15.376235	4.802774
2013-08-02	0	25.416693	25.416693	662.940323	15.323763	5.596824
2013-08-03	0.1	24.3551418	24.3551418	582.392632	15.270641	5.412354
2013-08-04	4.2	20.7864604	20.7864604	419.609901	15.216897	4.59452
2013-08-05	0	20.3689512	20.3689512	462.606698	15.162555	4.677645
2013-08-06	8.7	22.6386338	22.6386338	531.333183	15.10764	5.020842
2013-08-07	0.2	18.874222	18.874222	424.252791	15.052176	4.572216
2013-08-08	2.5	19.91843	19.91843	408.069963	14.996186	4.368364
2013-08-09	0	17.2614386	17.2614386	368.603563	14.939693	3.702147
2013-08-10	0.8	18.7976172	18.7976172	543.348869	14.882719	3.816124
2013-08-11	0	16.4330496	16.4330496	365.301841	14.825284	3.34154
2013-08-12	7.6	17.7481862	17.7481862	416.044992	14.767411	3.525801
2013-08-13	4.1	14.4642952	14.4642952	541.599211	14.709118	3.205967
2013-08-14	0	14.6808508	14.6808508	447.82441	14.650425	2.87779
2013-08-15	0	16.0202278	16.0202278	423.520042	14.591349	3.172619
2013-08-16	0	19.4896042	19.4896042	593.060304	14.531911	3.934135
2013-08-17	0	19.755578	19.755578	514.699949	14.472125	4.126858
2013-08-18	0	19.9979812	19.9979812	308.153477	14.41201	4.135358
2013-08-19	4.2	17.5040424	17.5040424	287.045282	14.351581	3.763966
2013-08-20	0	15.9786444	15.9786444	408.508439	14.290853	3.232834
2013-08-21	0	16.588	16.588	407.681273	14.229842	3.155014
2013-08-22	0	17.090551	17.090551	544.988086	14.168561	3.38732
2013-08-23	1.4	15.8818172	15.8818172	360.33153	14.107024	3.20239
2013-08-24	0	18.5135638	18.5135638	539.740412	14.045245	3.566861
2013-08-25	0	18.3622962	18.3622962	381.425251	13.983235	3.534438
2013-08-26	0	17.3855196	17.3855196	359.153384	13.921008	3.299838
2013-08-27	0	16.0546464	16.0546464	354.707318	13.858574	3.097123
2013-08-28	0	17.0243256	17.0243256	387.712072	13.795945	3.125798
2013-08-29	0	17.4010546	17.4010546	457.132028	13.733131	3.284936
2013-08-30	0	18.241028	18.241028	376.911793	13.670142	3.451506
2013-08-31	1.3	18.2766518	18.2766518	330.557763	13.606989	3.298723
2013-09-01	0	13.868265	13.868265	313.652252	13.543681	2.625166
2013-09-02	0.6	14.785044	14.785044	79.784515	13.480226	2.687165
2013-09-03	0	17.6581894	17.6581894	151.722271	13.416633	3.234217
2013-09-04	0	18.4788106	18.4788106	173.222217	13.35291	3.280131
2013-09-05	0	18.5509288	18.5509288	463.241492	13.289066	3.469291
2013-09-06	0	19.6645766	19.6645766	498.215925	13.225107	3.586888
2013-09-07	0	20.4490384	20.4490384	483.070639	13.161042	3.673314
2013-09-08	2.8	17.6137936	17.6137936	265.954885	13.096877	3.351204
2013-09-09	45	12.9470666	12.9470666	190.434708	13.032619	2.359471
2013-09-10	1.3	12.9032062	12.9032062	321.663069	12.968274	2.353522
2013-09-11	5.4	11.772751	11.772751	124.86448	12.903849	1.959747
2013-09-12	1.4	11.6037386	11.6037386	247.027612	12.839349	1.937729
2013-09-13	2.2	13.6877352	13.6877352	326.190891	12.774782	2.31166
2013-09-14	0	14.7362286	14.7362286	257.114094	12.710151	2.543558
2013-09-15	0	14.4766162	14.4766162	161.877377	12.645464	2.536985
2013-09-16	1.9	12.896644	12.896644	114.08625	12.580725	2.201847
2013-09-17	0	10.1939174	10.1939174	322.08041	12.51594	1.714606
2013-09-18	1.7	10.4760958	10.4760958	174.021592	12.451114	1.790217
2013-09-19	0	11.3434566	11.3434566	278.170594	12.386252	1.874637
2013-09-20	0.3	12.7698848	12.7698848	198.115244	12.321359	2.098719
2013-09-21	0	13.047577	13.047577	203.56568	12.25644	2.160342
2013-09-22	0	13.8601624	13.8601624	250.054957	12.191501	2.312745
2013-09-23	0	15.363195	15.363195	165.114241	12.126546	2.559987
2013-09-24	0	15.1929774	15.1929774	162.999319	12.061581	2.438307
2013-09-25	0	12.9539636	12.9539636	110.806875	11.99661	2.215115
2013-09-26	2.1	11.2466296	11.2466296	180.883096	11.931639	2.001968
2013-09-27	0	7.1992356	7.1992356	235.339132	11.866672	1.615839
2013-09-28	0	8.348909	8.348909	346.189028	11.801716	1.492252
2013-09-29	0	9.3361322	9.3361322	368.959879	11.736776	1.474301
2013-09-30	0	8.085011	8.085011	364.822037	11.671856	1.319045
2013-10-01	0	7.5158998	7.5158998	319.369347	11.606964	1.229526
2013-10-02	0	7.348762	7.348762	361.462364	11.542104	1.235461
2013-10-03	0	6.7754322	6.7754322	361.679394	11.477283	1.070901
2013-10-04	0	8.2504076	8.2504076	278.06045	11.412508	1.336747
2013-10-05	0	11.4215348	11.4215348	144.250334	11.347784	1.669752
2013-10-06	6.3	11.7869472	11.7869472	33.886755	11.283118	1.72134
2013-10-07	0	13.1778182	13.1778182	81.738342	11.218518	1.936758
2013-10-08	0	12.6298668	12.6298668	243.604217	11.15399	1.891728
2013-10-09	1	13.1870586	13.1870586	125.094666	11.089543	1.938428
2013-10-10	6.7	8.7011968	8.7011968	43.667766	11.025185	1.301772
2013-10-11	24.2	8.029098	8.029098	28.933986	10.960923	1.082621
2013-10-12	0.6	7.4670172	7.4670172	92.973743	10.896767	1.055933
2013-10-13	0	6.3524324	6.3524324	197.911913	10.832725	0.945654
2013-10-14	0.1	7.7354688	7.7354688	191.300651	10.768808	1.1882
2013-10-15	7.6	10.2228452	10.2228452	137.640535	10.705025	1.383735
2013-10-16	0	9.1278796	9.1278796	138.530917	10.641386	1.233392
2013-10-17	1.5	11.1703594	11.1703594	192.675433	10.577903	1.619736
2013-10-18	0.2	9.6495818	9.6495818	118.898363	10.514588	1.430884
2013-10-19	0	9.8933912	9.8933912	248.160789	10.451451	1.449949
2013-10-20	0	15.5196188	15.5196188	134.120284	10.388506	2.141855
2013-10-21	0	14.1756212	14.1756212	168.343848	10.325766	2.039424
2013-10-22	0	14.687882	14.687882	221.716094	10.263245	2.237409
2013-10-23	0	16.175848	16.175848	126.26309	10.200957	2.34654
2013-10-24	0.5	13.1569928	13.1569928	157.633139	10.138916	1.906224
2013-10-25	0.1	10.9471746	10.9471746	106.651048	10.07714	1.700466
2013-10-26	0.5	16.1187964	16.1187964	142.807725	10.015644	2.275715
2013-10-27	4.2	15.2829076	15.2829076	175.010844	9.954445	2.118224
2013-10-28	0	15.4139524	15.4139524	164.561336	9.893561	2.05408
2013-10-29	0.1	11.5015546	11.5015546	183.083012	9.83301	1.504973
2013-10-30	0	8.4083044	8.4083044	188.867139	9.772813	1.094044
2013-10-31	0	5.872983	5.872983	210.123006	9.712988	0.81363
2013-11-01	0	8.1579998	8.1579998	91.64736	9.653557	1.011783
2013-11-02	2.8	11.2807802	11.2807802	31.041044	9.594542	1.434091
2013-11-03	1.1	10.0512878	10.0512878	86.235152	9.535965	1.219968
2013-11-04	1.2	9.2366934	9.2366934	83.775973	9.47785	1.112989
2013-11-05	0	6.9300478	6.9300478	125.333131	9.420219	0.81452
2013-11-06	3.6	7.7147772	7.7147772	151.072195	9.363099	0.907001
2013-11-07	5.7	12.519915	12.519915	20.809294	9.306516	1.613913
2013-11-08	13.2	9.1562048	9.1562048	81.128583	9.250495	1.194781
2013-11-09	0.7	8.9970356	8.9970356	156.99545	9.195065	1.098831
2013-11-10	0.2	5.9913052	5.9913052	91.861167	9.140253	0.743845
2013-11-11	0	4.6598966	4.6598966	87.569226	9.086089	0.650656
2013-11-12	1.3	3.7610636	3.7610636	138.776844	9.032602	0.416116
2013-11-13	1	5.9781808	5.9781808	70.930295	8.979824	0.660568
2013-11-14	0	1.9767898	1.9767898	88.61601	8.927785	0.245134
2013-11-15	0	1.3655594	1.3655594	70.177055	8.876518	0.357951
2013-11-16	0	1.446048	1.446048	121.939358	8.826055	0.268447
2013-11-17	0	1.8342274	1.8342274	48.77655	8.776431	0.177919
2013-11-18	0	4.6371966	4.6371966	60.141521	8.727679	0.545174
2013-11-19	0.1	5.8599256	5.8599256	88.252528	8.679834	0.610907
2013-11-20	21.7	3.4306722	3.4306722	20.126794	8.632931	0.332216
2013-11-21	1.3	1.7325788	1.7325788	33.446272	8.587005	0.184136
2013-11-22	0.6	3.1183608	3.1183608	12.739028	8.542094	0.321788
2013-11-23	0	4.905179	4.905179	16.899403	8.498233	0.489542
2013-11-24	0.8	2.6887316	2.6887316	43.376034	8.455458	0.27924
2013-11-25	0	-0.265572	-0.265572	122.103408	8.413808	0
2013-11-26	0	-0.9437646	-0.9437646	109.537034	8.373318	0
2013-11-27	0	-1.022646	-1.022646	90.512905	8.334027	0
2013-11-28	0.1	4.0732412	4.0732412	28.741083	8.295969	0.396493
2013-11-29	2.9	4.5898544	4.5898544	44.146785	8.259183	0.412409
2013-11-30	1.5	3.7337428	3.7337428	20.481176	8.223705	0.338657
2013-12-01	0	4.804334	4.804334	51.62852	8.18957	0.460642
2013-12-02	0	2.1632124	2.1632124	61.432344	8.156814	0.238169
2013-12-03	0	-0.1491248	-0.1491248	95.894406	8.125472	0.018351
2013-12-04	0	0.8496828	0.8496828	53.242087	8.095579	0.132164
2013-12-05	5.1	2.8243972	2.8243972	53.280046	8.067166	0.241729
2013-12-06	0.3	1.7361948	1.7361948	93.582824	8.040268	0.116901
2013-12-07	0.3	1.651287	1.651287	60.760268	8.014913	0.119204
2013-12-08	0.1	5.324898	5.324898	54.192287	7.991134	0.496471
2013-12-09	3.2	7.5187794	7.5187794	6.829434	7.968957	0.697348
2013-12-10	0.2	7.5075294	7.5075294	10.494804	7.948411	0.67764
2013-12-11	0	5.401168	5.401168	39.389348	7.929521	0.535472
2013-12-12	0	2.4247664	2.4247664	60.325165	7.91231	0.364047
2013-12-13	0	1.5107332	1.5107332	89.944675	7.896801	0.180159
2013-12-14	0	2.1066966	2.1066966	60.1489	7.883014	0.182375
2013-12-15	0.2	3.2601196	3.2601196	22.074248	7.870967	0.336658
2013-12-16	0	4.3267598	4.3267598	99.128274	7.860677	0.527913
2013-12-17	0	2.8089288	2.8089288	84.681563	7.852156	0.452073
2013-12-18	0	1.9135106	1.9135106	57.928746	7.845417	0.29039
2013-12-19	0	5.8053514	5.8053514	38.01009	7.84047	0.540246
2013-12-20	0	4.3485228	4.3485228	35.663083	7.837322	0.441233
2013-12-21	0	3.8906354	3.8906354	71.054787	7.835977	0.342482
2013-12-22	0.4	8.642605	8.642605	29.490885	7.836438	0.866585
2013-12-23	1.4	7.329477	7.329477	77.524216	7.838706	0.716185
2013-12-24	0	9.1125454	9.1125454	50.694349	7.842777	0.946249
2013-12-25	4.3	8.1034926	8.1034926	44.959556	7.848648	0.859448
2013-12-26	3.8	5.2902786	5.2902786	22.668486	7.856311	0.505243
2013-12-27	0	6.103199	6.103199	94.55558	7.865757	0.515573
2013-12-28	1.6	8.3322352	8.3322352	47.104725	7.876974	0.789334
2013-12-29	1.8	5.5463416	5.5463416	75.786273	7.88995	0.503105
2013-12-30	0	1.8665702	1.8665702	95.179504	7.904667	0.187608
2013-12-31	0	1.3906032	1.3906032	96.69299	7.921108	0.11696
2014-01-01	0	1.6418452	1.6418452	77.091076	7.939253	0.148572
2014-01-02	0.3	5.2614178	5.2614178	37.909555	7.959079	0.455456
2014-01-03	0	6.207727	6.207727	81.836182	7.980565	0.560074
2014-01-04	1.7	5.5659616	5.5659616	64.256557	8.003683	0.589612
2014-01-05	0	5.2811046	5.2811046	30.943851	8.028407	0.414871
2014-01-06	1.4	5.0722496	5.0722496	66.132049	8.054709	0.44779
2014-01-07	1.2	8.724031	8.724031	98.862204	8.082558	0.782277
2014-01-08	0	8.6220476	8.6220476	94.011669	8.111925	0.818286
2014-01-09	1.1	8.2563004	8.2563004	75.654467	8.142776	0.880572
2014-01-10	0	5.177849	5.177849	94.745714	8.175078	0.500668
2014-01-11	0.2	3.8393424	3.8393424	101.825197	8.208798	0.360232
2014-01-12	0	2.6214346	2.6214346	89.992545	8.2439	0.179663
2014-01-13	0	0.2231178	0.2231178	50.954113	8.28035	0.113052
2014-01-14	0	2.167766	2.167766	33.220203	8.318111	0.234331
2014-01-15	0	3.0778488	3.0778488	72.486605	8.357147	0.267044
2014-01-16	6.5	3.997239	3.997239	48.304838	8.397421	0.404247
2014-01-17	0.1	5.4827946	5.4827946	91.911495	8.438897	0.49271
2014-01-18	0	2.0390648	2.0390648	87.40646	8.481537	0.271538
