Date	DayCount	PFT	Age	NumberPlants	Height	Width	LAI	CoveredArea	RootDepth	NumberSoilLayers	ShootBiomass	GreenShootBiomass	BrownShootBiomass	ClippedShootBiomass	RootBiomass	RecruitmentBiomass	ExudationBiomass	GPP	NPP	Respiration	Radiation	ShadingIndicator	LimitingFactorWater	LimitingFactorNitrogen	AllocationShoot	AllocationRoot	AllocationRecruitment	AllocationExudation
2013-04-18	108	2	5	6	1.62436	2.27502	0.483988	4.06499	11.4925	2	0.00686152	0.00661745	0.00024407	0	0.00200005	0	0.000354142	0.00448658	0.00354142	0.000945158	513.789	1	1	1	0.69638	0.20362	0	0.1
2013-04-19	109	0	6	3	1.14425	0.953541	0.0794475	0.714116	3.29212	1	0.00089884	0.000848377	5.04624e-05	0	0.000379759	0	5.7867e-06	8.11341e-05	5.7867e-05	2.32671e-05	416.994	1	1	1	0.631343	0.268657	0	0.1
2013-04-19	109	1	6	5	0.692305	1.73076	0.0559272	2.35269	4.03734	1	0.00130303	0.00116615	0.000136875	0	0.000315671	0	9.08845e-06	0.000124082	9.08845e-05	3.31974e-05	111.427	0.267215	1	1	0.721782	0.178218	0	0.1
2013-04-19	109	2	6	6	1.87505	2.62612	0.558682	5.41651	13.4475	2	0.0105538	0.0101598	0.000394072	0	0.00307582	0	0.000530273	0.00669175	0.00530273	0.00138901	416.994	1	1	1	0.69638	0.20362	0	0.1
2013-04-20	110	0	7	3	1.15661	0.96384	0.0803056	0.729625	3.32314	1	0.000928279	0.000870681	5.75982e-05	0	0.000391776	0	4.67206e-06	6.44516e-05	4.67206e-05	1.7731e-05	419.31	1	1	1	0.631343	0.268657	0	0.1
2013-04-20	110	1	7	5	0.696189	1.74047	0.0562409	2.37916	4.05334	1	0.00132508	0.00116717	0.000157906	0	0.000319845	0	3.07678e-06	4.56952e-05	3.07678e-05	1.49274e-05	35.7629	0.0852898	1	1	0.721782	0.178218	0	0.1
2013-04-20	110	2	7	6	2.10436	2.94728	0.627004	6.82231	15.2561	2	0.0149186	0.0143489	0.00056971	0	0.00434614	0	0.000626863	0.00790051	0.00626863	0.00163188	419.31	1	1	1	0.69638	0.20362	0	0.1
2013-04-21	111	0	8	3	1.17131	0.976092	0.0813264	0.748292	3.36027	1	0.00096413	0.000896925	6.72052e-05	0	0.000406508	0	5.68925e-06	7.99295e-05	5.68925e-05	2.3037e-05	303.573	0.691469	1	1	0.631343	0.268657	0	0.1
2013-04-21	111	1	8	5	0.696877	1.74219	0.0562965	2.38387	4.05215	1	0.00132901	0.0011435	0.00018551	0	0.000319535	0	5.70946e-07	1.73983e-05	5.70946e-06	1.16889e-05	8.79049	0.0200227	1	1	0.721782	0.178218	0	0.1
2013-04-21	111	2	8	6	2.43257	3.40697	0.724799	9.11645	17.8804	2	0.0230446	0.0221497	0.000894925	0	0.00671381	0	0.00116702	0.014717	0.0116702	0.00304679	439.026	1	1	1	0.69638	0.20362	0	0.1
2013-04-22	112	0	9	3	1.1756	0.97967	0.0816245	0.753789	3.37016	1	0.000974773	0.000897679	7.70938e-05	0	0.000410496	0	1.69793e-06	3.06279e-05	1.69793e-05	1.36486e-05	43.7138	0.129486	1	1	0.631343	0.268657	0	0.1
2013-04-22	112	1	9	5	0.69684	1.7421	0.0562935	2.38361	4.04709	1	0.0013288	0.00111627	0.000212523	0	0.000318209	0	5.70946e-07	7.9315e-07	0	1.04336e-05	0.385105	0.00114073	1	1	0.721782	0.178218	0	0.1
2013-04-22	112	2	9	6	2.78967	3.9071	0.831196	11.9894	20.7734	3	0.0347559	0.033359	0.00139693	0	0.0101252	0	0.00168194	0.0212304	0.0168194	0.00441102	337.595	1	1	1	0.69638	0.20362	0	0.1
2013-04-23	113	0	10	3	1.17557	0.979641	0.0816221	0.753744	3.36873	1	0.000974686	0.000887705	8.6981e-05	0	0.000409917	0	1.69793e-06	3.1666e-06	0	1.01699e-05	3.41194	0.00738824	1	1	0.631343	0.268657	0	0.1
2013-04-23	113	1	10	5	0.696798	1.742	0.0562901	2.38333	4.04202	1	0.00132856	0.0010897	0.000238862	0	0.000316889	0	5.70946e-07	1.36686e-08	0	1.10239e-05	0.00677707	1.46751e-05	1	1	0.721782	0.178218	0	0.1
2013-04-23	113	2	10	6	3.22813	4.52119	0.961839	16.0545	24.3747	3	0.0538548	0.0517019	0.00215293	0.00380589	0.0156903	0	0.00274291	0.0346211	0.0274291	0.00719198	461.807	1	1	1	0.69638	0.20362	0	0.1
2013-04-24	114	0	11	3	1.17553	0.979609	0.0816194	0.753694	3.36729	1	0.000974589	0.000877841	9.67475e-05	0	0.000409339	0	1.69793e-06	1.65665e-08	0	1.17271e-05	0.0175596	3.6393e-05	1	1	0.631343	0.268657	0	0.1
2013-04-24	114	1	11	4	0.696752	1.74188	0.0562864	2.38301	4.03697	1	0.00132829	0.00106375	0.000264543	0	0.000315574	0	5.70946e-07	8.35076e-12	0	1.25666e-05	4.23957e-06	8.7867e-09	1	1	0.721782	0.178218	0	0.1
2013-04-24	114	2	11	6	3.73898	5.23666	1.11405	21.5377	28.6293	3	0.0836817	0.0803571	0.00332465	0.016539	0.0243814	0	0.00428361	0.0541481	0.0428361	0.011312	482.499	1	1	1	0.69638	0.20362	0	0.1
2013-04-25	115	0	12	3	1.17549	0.979573	0.0816164	0.753639	3.36586	1	0.000974482	0.000868088	0.000106395	0	0.000408761	0	1.69793e-06	1.76173e-12	0	1.35658e-05	1.88788e-06	3.69648e-09	1	1	0.631343	0.268657	0	0.1
2013-04-25	115	1	12	4	0.696701	1.74175	0.0562823	2.38266	4.03192	1	0.001328	0.00103842	0.00028958	0	0.000314265	0	5.70946e-07	5.16353e-17	0	1.43715e-05	2.65608e-11	5.20063e-14	1	1	0.721782	0.178218	0	0.1
2013-04-25	115	2	12	6	4.33567	6.07237	1.29184	28.9605	33.669	4	0.130479	0.125334	0.00514579	0.0401962	0.038018	0	0.00672086	0.0851036	0.0672086	0.017895	510.724	1	1	1	0.69638	0.20362	0	0.1
2013-04-26	116	0	13	3	1.17544	0.979534	0.0816132	0.753579	3.36443	1	0.000974366	0.000858442	0.000115924	0	0.000408185	0	1.69793e-06	0	0	1.42996e-05	3.0502e-13	5.90281e-16	1	1	0.631343	0.268657	0	0.1
2013-04-26	116	1	13	4	0.696646	1.74162	0.0562779	2.38229	4.02688	1	0.00132769	0.0010137	0.00031399	0	0.000312961	0	5.70946e-07	0	0	1.49773e-05	9.14876e-20	1.77048e-22	1	1	0.721782	0.178218	0	0.1
2013-04-26	116	2	13	6	5.02749	7.0413	1.49797	38.9399	39.5947	4	0.203434	0.195448	0.00798629	0.082041	0.0592768	0	0.0104775	0.132779	0.104775	0.0280048	516.737	1	1	1	0.69638	0.20362	0	0.1
2013-04-27	117	0	14	3	1.17539	0.979493	0.0816098	0.753516	3.36301	1	0.000974244	0.000852339	0.000121905	0	0.000407609	0	1.69793e-06	0	0	5.54652e-06	2.42354e-25	2.87068e-27	1	1	0.631343	0.268657	0	0.1
2013-04-27	117	1	14	4	0.696589	1.74147	0.0562732	2.38189	4.02184	1	0.00132736	0.000998256	0.000329105	0	0.000311662	0	5.70946e-07	0	0	5.76649e-06	4.11722e-34	4.87684e-36	1	1	0.721782	0.178218	0	0.1
2013-04-27	117	2	14	6	5.2909	7.41023	1.57645	43.1274	41.8542	5	0.237116	0.226298	0.0108178	0.102669	0.0690109	0	0.00483828	0.0615868	0.0483828	0.013204	84.4239	1	1	1	0.69638	0.20362	0	0.1
2013-04-28	118	0	15	3	1.17534	0.979449	0.0816062	0.753449	3.36158	1	0.000974114	0.000843887	0.000130227	0	0.000407034	0	1.69793e-06	0	0	6.9484e-06	4.38729e-30	1.11282e-32	1	1	0.631343	0.268657	0	0.1
2013-04-28	118	1	15	4	0.696527	1.74132	0.0562683	2.38148	4.01681	1	0.00132701	0.000977043	0.000349967	0	0.000310369	0	5.70946e-07	0	0	7.15109e-06	8.50401e-40	2.15701e-42	1	1	0.721782	0.178218	0	0.1
2013-04-28	118	2	15	6	6.00958	8.41678	1.79059	55.6393	48.1211	5	0.34746	0.332067	0.0153926	0.174007	0.101143	0	0.0158475	0.199708	0.158475	0.0412328	394.251	1	1	1	0.69638	0.20362	0	0.1
2013-04-29	119	0	16	3	1.17528	0.979403	0.0816023	0.753377	3.36015	1	0.000973974	0.00083451	0.000139464	0	0.00040646	0	1.69793e-06	0	0	8.67987e-06	2.05266e-48	5.93701e-51	1	1	0.631343	0.268657	0	0.1
2013-04-29	119	1	16	4	0.696462	1.74115	0.056263	2.38103	4.01178	1	0.00132664	0.00095378	0.000372857	0	0.000309081	0	5.70946e-07	0	0	8.83298e-06	6.0636e-61	1.75381e-63	1	1	0.721782	0.178218	0	0.1
2013-04-29	119	2	16	6	6.8749	9.62872	2.04842	72.816	55.7623	6	0.520202	0.497285	0.0229167	0.293201	0.151458	0	0.024809	0.313089	0.24809	0.0649984	345.739	1	1	1	0.69638	0.20362	0	0.1
2013-04-30	120	0	17	3	1.17522	0.979353	0.0815981	0.7533	3.35872	1	0.000973826	0.000825238	0.000148588	0	0.000405887	0	1.69793e-06	0	0	7.8371e-06	3.81459e-78	1.20741e-80	1	1	0.631343	0.268657	0	0.1
2013-04-30	120	1	17	4	0.696393	1.74098	0.0562574	2.38056	4.00677	1	0.00132624	0.000931071	0.00039517	0	0.000307799	0	5.70946e-07	0	0	7.8864e-06	1.52963e-94	4.84164e-97	1	1	0.721782	0.178218	0	0.1
2013-04-30	120	2	17	6	7.8322	10.9695	2.33365	94.5063	64.3207	7	0.769171	0.734986	0.0341844	0.474552	0.223965	0	0.0357568	0.451016	0.357568	0.0934479	315.932	1	1	1	0.69638	0.20362	0	0.1
2013-05-01	121	0	18	3	1.17516	0.9793	0.0815937	0.753219	3.3573	1	0.000973668	0.000816068	0.000157599	0	0.000405314	0	1.69793e-06	0	0	8.68834e-06	2.51645e-122	8.07914e-125	1	1	0.631343	0.268657	0	0.1
2013-05-01	121	1	18	4	0.69632	1.7408	0.0562515	2.38006	4.00176	1	0.00132582	0.000908903	0.000416921	0	0.000306521	0	5.70946e-07	0	0	8.64596e-06	1.31956e-143	4.23648e-146	1	1	0.721782	0.178218	0	0.1
2013-05-01	121	2	18	6	8.9057	12.473	2.6535	122.188	74.0355	8	1.13078	1.07994	0.0508377	0.749859	0.329268	0	0.0519336	0.65587	0.519336	0.136534	311.475	1	1	1	0.69638	0.20362	0	0.1
2013-05-02	122	0	19	3	1.17509	0.979244	0.081589	0.753133	3.35587	1	0.000973501	0.000807001	0.0001665	0	0.000404743	0	1.69793e-06	0	0	9.46264e-06	2.26556e-188	1.06512e-190	1	1	0.631343	0.268657	0	0.1
2013-05-02	122	1	19	4	0.696243	1.74061	0.0562453	2.37953	3.99675	1	0.00132539	0.000887262	0.000438123	0	0.00030525	0	5.70946e-07	0	0	9.31246e-06	6.95502e-216	3.2698e-218	1	1	0.721782	0.178218	0	0.1
2013-05-02	122	2	19	6	9.95133	13.9374	2.96505	152.565	83.5992	9	1.57767	1.50236	0.0753064	1.10205	0.459307	0	0.0641843	0.813112	0.641843	0.171269	212.705	1	1	1	0.69638	0.20362	0	0.1
2013-05-03	123	0	20	3	1.17502	0.979185	0.0815841	0.753042	3.35444	1	0.000973326	0.000798034	0.000175291	0	0.000404172	0	1.69793e-06	0	0	9.24394e-06	2.92838e-271	7.64672e-274	1	1	0.631343	0.268657	0	0.1
2013-05-03	123	1	20	4	0.696162	1.74041	0.0562388	2.37898	3.99175	1	0.00132493	0.000866137	0.000458789	0	0.000303983	0	5.70946e-07	0	0	8.99723e-06	1.30179e-305	3.3993e-308	1	1	0.721782	0.178218	0	0.1
2013-05-03	123	2	20	6	11.367	15.9202	3.38686	199.06	96.7113	10	2.3513	2.24196	0.109341	1.73074	0.684636	0	0.111109	1.40368	1.11109	0.292587	382.959	1	1	1	0.69638	0.20362	0	0.1
2013-05-04	124	0	21	3	1.17495	0.979123	0.081579	0.752948	3.35302	1	0.000973142	0.000789167	0.000183974	0	0.000403602	0	1.69793e-06	0	0	8.94144e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-04	124	1	21	4	0.696079	1.7402	0.056232	2.37841	3.98676	1	0.00132445	0.000845515	0.000478932	0	0.000302722	0	5.70946e-07	0	0	8.6076e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-04	124	2	21	6	12.8907	18.0542	3.84086	256.005	110.994	12	3.42929	3.26915	0.160135	2.6312	0.998525	0	0.154822	1.95682	1.54822	0.408601	332.54	1	1	1	0.69638	0.20362	0	0.1
2013-05-05	125	0	22	3	1.17487	0.979059	0.0815736	0.752848	3.35159	1	0.000972949	0.000780399	0.00019255	0	0.000403032	0	1.69793e-06	0	0	1.0686e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-05	125	1	22	4	0.695991	1.73998	0.0562249	2.37781	3.98177	1	0.00132395	0.000825383	0.000498564	0	0.000301466	0	5.70946e-07	0	0	1.01751e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-05	125	2	22	6	14.914	20.8879	4.44369	342.672	130.218	14	5.31068	5.07648	0.234199	4.24241	1.54673	0	0.270201	3.41536	2.70201	0.713349	625.88	1	1	1	0.69638	0.20362	0	0.1
2013-05-06	126	0	23	3	1.17479	0.978991	0.081568	0.752744	3.35017	1	0.000972748	0.000771728	0.00020102	0	0.000402464	0	1.69793e-06	0	0	1.14298e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-06	126	1	23	4	0.6959	1.73975	0.0562176	2.37719	3.97679	1	0.00132343	0.000805731	0.000517698	0	0.000300215	0	5.70946e-07	0	0	1.07655e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-06	126	2	23	6	17.1689	24.0461	5.11556	454.128	151.931	16	8.10211	7.75289	0.349224	6.68639	2.35997	0	0.4009	5.07456	4.009	1.06557	576.163	1	1	1	0.69638	0.20362	0	0.1
2013-05-07	127	0	24	3	1.17471	0.978921	0.0815621	0.752636	3.34875	1	0.000972538	0.000763153	0.000209385	0	0.000401896	0	1.69793e-06	0	0	1.17253e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-07	127	1	24	4	0.695806	1.73952	0.05621	2.37655	3.97182	1	0.00132289	0.000786547	0.000536345	0	0.000298969	0	5.70946e-07	0	0	1.09249e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-07	127	2	24	6	19.3215	27.0609	5.75694	575.14	172.896	18	11.5476	11.0227	0.524901	9.75463	3.36289	-0.411407	0.449134	5.71414	4.49134	1.22279	278.472	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-08	128	0	25	3	1.17462	0.978848	0.081556	0.752524	3.34733	1	0.00097232	0.000754673	0.000217647	0	0.00040133	0	1.69793e-06	0	0	1.28767e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-08	128	1	25	4	0.695709	1.73927	0.0562021	2.37588	3.96685	1	0.00132234	0.00076782	0.000554518	0	0.000297728	0	5.70946e-07	0	0	1.18692e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-08	128	2	25	6	22.2514	31.1644	6.62993	762.796	201.813	21	17.6378	16.8631	0.774641	15.2598	5.1372	-1.13859	0.793864	10.0807	7.93864	2.14204	517.489	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-09	129	0	26	3	1.17453	0.978772	0.0815497	0.752407	3.3459	1	0.000972094	0.000746288	0.000225806	0	0.000400763	0	1.69793e-06	0	0	1.28428e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-09	129	1	26	4	0.695608	1.73902	0.056194	2.3752	3.96189	1	0.00132176	0.000749539	0.000572226	0	0.000296493	0	5.70946e-07	0	0	1.17117e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-09	129	2	26	6	25.5253	35.7497	7.60541	1003.77	234.549	24	26.6247	25.468	1.15674	23.4955	7.75511	-2.21164	1.17146	14.8851	11.7146	3.17056	528.364	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-10	130	0	27	3	1.17443	0.978693	0.0815432	0.752286	3.34448	1	0.00097186	0.000737996	0.000233864	0	0.000400198	0	1.69793e-06	0	0	1.09645e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-10	130	1	27	4	0.695505	1.73876	0.0561857	2.37449	3.95693	1	0.00132117	0.000731692	0.000589482	0	0.000295263	0	5.70946e-07	0	0	9.89288e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-10	130	2	27	6	28.8126	40.3538	8.58488	1278.97	267.805	27	38.2931	36.5592	1.73382	34.3059	11.152	-3.60489	1.52101	19.327	15.2101	4.11686	412.82	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-11	131	0	28	3	1.17433	0.978612	0.0815364	0.752161	3.34306	1	0.000971618	0.000729796	0.000241822	0	0.000399634	0	1.69793e-06	0	0	9.55972e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-11	131	1	28	4	0.695398	1.7385	0.0561771	2.37376	3.95198	1	0.00132057	0.000714271	0.000606297	0	0.000294038	0	5.70946e-07	0	0	8.53452e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-11	131	2	28	6	32.5861	45.6388	9.7092	1635.9	306.431	31	55.3947	52.8326	2.56215	50.2949	16.1311	-5.6469	2.22927	28.2625	22.2927	5.9698	490.459	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-12	132	0	29	3	1.17423	0.978528	0.0815294	0.752032	3.34164	1	0.000971368	0.000721687	0.000249681	0	0.00039907	0	1.69793e-06	0	0	7.88375e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-12	132	1	29	4	0.695289	1.73822	0.0561682	2.37301	3.94704	1	0.00131994	0.000697265	0.00062268	0	0.000292818	0	5.70946e-07	0	0	6.96454e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-12	132	2	29	6	36.5332	51.167	10.8853	2056.22	347.279	35	78.0614	74.3023	3.75912	71.6512	22.7279	-8.35344	2.95474	37.4107	29.5474	7.86329	464.338	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-13	133	0	30	3	1.17413	0.978442	0.0815222	0.751899	3.34022	1	0.00097111	0.000713669	0.000257442	0	0.000398507	0	1.69793e-06	0	0	7.28201e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-13	133	1	30	4	0.695177	1.73794	0.0561591	2.37225	3.9421	1	0.00131931	0.000680663	0.000638642	0	0.000291603	0	5.70946e-07	0	0	6.36594e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-13	133	2	30	6	39.8181	55.7677	11.864	2442.62	381.543	39	101.068	95.6258	5.44236	93.4534	29.4115	-11.1008	2.99929	38.1151	29.9929	8.12218	282.165	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-14	134	0	31	3	1.17402	0.978352	0.0815148	0.751762	3.3388	1	0.000970845	0.000705739	0.000265106	0	0.000397945	0	1.69793e-06	0	0	9.55944e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-14	134	1	31	4	0.695062	1.73765	0.0561499	2.37146	3.93717	1	0.00131865	0.000664457	0.000654194	0	0.000290393	0	5.70946e-07	0	0	8.27033e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-14	134	2	31	6	44.2265	61.9418	13.1775	3013.41	428.017	43	138.49	130.882	7.60806	129.096	40.2974	-15.5694	4.87834	62.0429	48.7834	13.2595	498.157	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-15	135	0	32	3	1.17391	0.978261	0.0815071	0.751621	3.33739	1	0.000970572	0.000697897	0.000272675	0	0.000397384	0	1.69793e-06	0	0	1.19184e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-15	135	1	32	4	0.694944	1.73736	0.0561403	2.37066	3.93225	1	0.00131798	0.000648636	0.000669344	0	0.000289188	0	5.70946e-07	0	0	1.0205e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-15	135	2	32	6	49.3244	69.0818	14.6965	3748.15	482.325	49	192.113	181.541	10.5721	180.429	55.9	-21.9725	6.99038	89.2092	69.9038	19.3054	654.585	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-16	136	0	33	3	1.1738	0.978167	0.0814993	0.751477	3.33597	1	0.000970292	0.000690143	0.000280149	0	0.000396823	0	1.69793e-06	0	0	1.29594e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-16	136	1	33	4	0.694823	1.73706	0.0561306	2.36984	3.92733	1	0.0013173	0.000633193	0.000684103	0	0.000287988	0	5.70946e-07	0	0	1.09828e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-16	136	2	33	6	54.4202	76.2188	16.2148	4562.61	537.115	54	258.019	243.336	14.6833	243.795	75.064	-29.8425	8.59172	110.177	85.9172	24.2597	605.635	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-17	137	0	34	3	1.17368	0.97807	0.0814912	0.751328	3.33455	1	0.000970004	0.000682475	0.000287529	0	0.000396264	0	1.69793e-06	0	0	1.36358e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-17	137	1	34	4	0.6947	1.73675	0.0561207	2.369	3.92242	1	0.0013166	0.000618117	0.00069848	0	0.000286793	0	5.70946e-07	0	0	1.14385e-05	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-17	137	2	34	6	59.5628	83.4213	17.7471	5465.67	592.881	60	338.296	318.103	20.1935	321.257	98.3938	-39.429	10.4655	134.772	104.655	30.1167	588.46	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-18	138	0	35	3	1.17356	0.977971	0.081483	0.751176	3.33314	1	0.000969709	0.000674892	0.000294817	0	0.000395705	0	1.69793e-06	0	0	9.34905e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-18	138	1	35	4	0.694575	1.73644	0.0561106	2.36814	3.91751	1	0.00131588	0.0006034	0.000712484	0	0.000285603	0	5.70946e-07	0	0	7.76327e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-18	138	2	35	6	62.5558	87.6132	18.6388	6028.77	625.371	63	391.899	364.504	27.3956	373.105	113.88	-45.8317	6.9899	90.9459	69.899	21.047	205.339	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-19	139	0	36	3	1.17344	0.977869	0.0814745	0.75102	3.33172	1	0.000969406	0.000667393	0.000302014	0	0.000395147	0	1.69793e-06	0	0	1.02323e-05	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-19	139	1	36	4	0.694447	1.73612	0.0561002	2.36727	3.91261	1	0.00131516	0.000589033	0.000726123	0	0.000284418	0	5.70946e-07	0	0	8.41133e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-19	139	2	36	6	67.7467	94.8833	20.1855	7070.82	682.372	69	497.779	462.135	35.6441	475.736	144.623	-58.4765	13.8044	177.08	138.044	39.0359	560.147	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-20	140	0	37	3	1.17332	0.977765	0.0814658	0.75086	3.3303	1	0.000969097	0.000659977	0.00030912	0	0.000394589	0	1.69793e-06	0	0	9.48815e-06	0	0	1	1	0.631343	0.268657	0	0.1
2013-05-20	140	1	37	4	0.694317	1.73579	0.0560897	2.36638	3.90772	1	0.00131442	0.000575008	0.000739408	0	0.000283237	0	5.70946e-07	0	0	7.72181e-06	0	0	1	1	0.721782	0.178218	0	0.1
2013-05-20	140	2	37	6	72.156	101.059	21.4993	8021.19	731.028	74	601.436	555.335	46.101	576.43	174.659	-70.8573	13.5162	174.314	135.162	39.1524	392.155	1	1	1	0.767256	0.224344	-0.0916	0.1
2013-05-21	141	0	38	3	1.17319	0.977659	0.0814569	0.750696	3.32889	1	0.000968781	0.000652644	0.000316136	0	0.000394033	0	1.69793e-06	0	0	8.77996e-06	0	0	1	1	0.631343	0.268657	0	0.1
